question_id,question_type,stem,option_a,option_b,option_c,option_d,option_e,option_f,correct_answer,correct_answer_text,explanation,explanation_clean,detailed_explanation,topic
149,single,"A 53-year-old woman presented with recurrent attacks of syncope. Clinical examination showed a temperature of 37.7^C, ESR 84, HR 100, and a short diastolic sound heard at the apex. X-ray and ECG were unremarkable. What lesion is she likely to have?",Cardiac amyloidosis,Left atrial myxoma,Endocarditis on top of a stenotic mitral valve,Mitral valve prolapse,Ebstein anomaly,,B,B — Left atrial myxoma,"Recurrent syncope, systemic symptoms (fever, elevated ESR), and a diasti® i sound at the apex suggest a left atrial myxoma. Myxomas are intracardiac tumors that Ty intermittently obstruct blood flow, producing symptoms such as syncope and murmus- They are often associated with constitutional symptoms like fever and elevated inflammatory markers.","Recurrent syncope, systemic symptoms (fever, elevated ESR), and a diasti® i sound at the apex suggest a left atrial myxoma. Myxomas are intracardiac tumors that Ty intermittently obstruct blood flow, producing symptoms such as syncope and murmus- They are often associated with constitutional symptoms like fever and elevated inflammatory markers.","Correct answer: B — Left atrial myxoma. Recurrent syncope, systemic symptoms (fever, elevated ESR), and a diasti® i sound at the apex suggest a left atrial myxoma. Myxomas are intracardiac tumors that Ty intermittently obstruct blood flow, producing symptoms such as syncope and murmus- They are often associated with constitutional symptoms like fever and elevated inflammatory markers. In valvular questions, timing of symptoms, prosthesis type, and echocardiographic morphology are major clues to the underlying valve complication. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Valvular
150,single,"Which congenital heart defect is characterized by a failure of the embryonic aortopulmonary septum to follow its normal 180^ spiral course, resulting in a straight division of the great vessels?",Tetralogy of Fallot,D-TGA,-L-TGA,Truncus Arteriosus,Double Outlet Right Ventricle (DORV),,B,B — D-TGA,"In Dextro-Transposition of the Great Arteries, the embryonic aortopulmonary septum fails to spiral and instead forms a straight (non-spiraled) partition, so that the aorta arises from the right ventricle and the pulmonary artery from the left ventricle, creating two parallel circulations (systemic venous blood returns to the body, and pulmonary venous blood recycles to the lungs).","In Dextro-Transposition of the Great Arteries, the embryonic aortopulmonary septum fails to spiral and instead forms a straight (non-spiraled) partition, so that the aorta arises from the right ventricle and the pulmonary artery from the left ventricle, creating two parallel circulations (systemic venous blood returns to the body, and pulmonary venous blood recycles to the lungs).","Correct answer: B — D-TGA. In Dextro-Transposition of the Great Arteries, the embryonic aortopulmonary septum fails to spiral and instead forms a straight (non-spiraled) partition, so that the aorta arises from the right ventricle and the pulmonary artery from the left ventricle, creating two parallel circulations (systemic venous blood returns to the body, and pulmonary venous blood recycles to the lungs). In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Congenital
151,single,A 59-year-old lady known to have DCM presented with shortness of breath and LL edema one month after stopping her medication. She was given diuretics which resulted in resolving of her edema and her breathing became normal. What is the best drug you can add next? Bisoprolol 2.5 mg Spironolactone 25 mg Sacubitril-valsartan 10/320 mg Enalapril 20 mg Aliskiren,Bisoprolol 2.5 mg,Spironolactone 25 mg,Sacubitril-valsartan 10/320 mg,Enalapril 20 mg,Aliskiren,,A,A — Bisoprolol 2.5 mg,"This patient has DCM, and while diuretics relieve symptoms, they do not improve long-term outcomes. Beta-blockers like Bisoprolol reduce mortality and improve symptoms in HFrEF, making it the best next step, starting at a low dose (2.5 mg) then titrate up.","This patient has DCM, and while diuretics relieve symptoms, they do not improve long-term outcomes. Beta-blockers like Bisoprolol reduce mortality and improve symptoms in HFrEF, making it the best next step, starting at a low dose (2.5 mg) then titrate up.","Correct answer: A — Bisoprolol 2.5 mg. This patient has DCM, and while diuretics relieve symptoms, they do not improve long-term outcomes. Beta-blockers like Bisoprolol reduce mortality and improve symptoms in HFrEF, making it the best next step, starting at a low dose (2.5 mg) then titrate up. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Heart Failure
152,single,A23-year-old male experienced two attacks of transient dysphasia and dizziness. His clinical examination was free. Echocardiography showed a patent foramen ovale and no other echo abnormalities. What do you recommend?,Anticoagulation with warfarin for life,Anticoagulation with rivaroxaban for life,Surgical closure,Percutaneous by closure device,Aspirin and clopidogrel,,D,D — Percutaneous by closure device,"This 23-year-old male with recurrent TIAs and a PFO should undergo percutaneous closure, as it is the preferred option for preventing future embolic events in cryptogenic stroke or recurrent TIAs. Medical therapies like anticoagulation or DAPT are less effective, and surgical closure is more invasive.","This 23-year-old male with recurrent TIAs and a PFO should undergo percutaneous closure, as it is the preferred option for preventing future embolic events in cryptogenic stroke or recurrent TIAs. Medical therapies like anticoagulation or DAPT are less effective, and surgical closure is more invasive.","Correct answer: D — Percutaneous by closure device. This 23-year-old male with recurrent TIAs and a PFO should undergo percutaneous closure, as it is the preferred option for preventing future embolic events in cryptogenic stroke or recurrent TIAs. Medical therapies like anticoagulation or DAPT are less effective, and surgical closure is more invasive. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Congenital
153,single,What is the most probable diagnosis?,ARVD,HOCM,Restrictive cardiomyopathy,Brugada Syndrome,Dilated cardiomyopathy,,B,B — HOCM,"Classic HCM with asymmetrical septal hypertrophy shows voltage criteria LVH and deep, narrow Q waves (<40 ms) in lateral leads (I, aVL, V5-V8).","Classic HCM with asymmetrical septal hypertrophy shows voltage criteria LVH and deep, narrow Q waves (<40 ms) in lateral leads (I, aVL, V5-V8).","Correct answer: B — HOCM. Classic HCM with asymmetrical septal hypertrophy shows voltage criteria LVH and deep, narrow Q waves (<40 ms) in lateral leads (I, aVL, V5-V8). Exam tip: for diagnosis questions, identify the single option that explains the entire clinical pattern rather than only one isolated clue.",Cardiomyopathy
154,single,"A 70-year-old man with known dilated cardiomyopathy presented with NYHA class III dyspnea and edema of lower limbs. Blood pressure was 90/60 mmHg, pulse 110/min, regular. There was a gallop rhythm at the apex. He is now on digoxin 0.25, furosemide 40 mg twice daily, and captopril 25 mg twice daily. What is the next step?",Shiftto lV Furosemide,Increase captopril to 50 mg twice daily,Add bisoprolol 5 mg twice daily,Add Ivabradine 5 mg BID,Add Trimetazidine 35 mg BID,,A,A — Shiftto lV Furosemide,"The most appropriate next step is to shift to intravenous furosemide to effectively manage fluid overload. This approach aims to relieve symptoms, improve hemodynamics, and stabilize the patient. Once the patient is euvolemic and stable, t™ medications like beta-blockers can be safely introduced or adjusted. (NOTE: in the fist exam the answer they seek is “D” lvabradine which is not suitable in this scenario).","The most appropriate next step is to shift to intravenous furosemide to effectively manage fluid overload. This approach aims to relieve symptoms, improve hemodynamics, and stabilize the patient. Once the patient is euvolemic and stable, tTM medications like beta-blockers can be safely introduced or adjusted. (NOTE: in the fist exam the answer they seek is ""D"" lvabradine which is not suitable in this scenario).","Correct answer: A — Shiftto lV Furosemide. The most appropriate next step is to shift to intravenous furosemide to effectively manage fluid overload. This approach aims to relieve symptoms, improve hemodynamics, and stabilize the patient. Once the patient is euvolemic and stable, tTM medications like beta-blockers can be safely introduced or adjusted. (NOTE: in the fist exam the answer they seek is ""D"" lvabradine which is not suitable in this scenario). Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Heart Failure
155,single,"A 26-year-old man presents to the ER by ambulance after an episode of syncope while playing football. On arrival, he is dizzy and slightly pale with a BP of 85/60 mmHg. Moments later, ECG 2 is taken as he became unconscious on the trolley, and two cycles of CPR and 100 joules of biphasic electricity later, he wakes up with recovery of consciousness. What is the most probable diagnosis with the given 3 ECGs (on arrival, loss of consciousness, after defibrillation)?",Arrhythmogenic Right Ventricular Cardiomyopathy,Restrictive cardiomyopathy,Dilated cardiomyopathy,HOCM,Brugada Syndrome,,A,A — Arrhythmogenic Right Ventricular Cardiomyopathy,"The patient's ECG progression; RVOT VT on arrival, VF with loss of consciousness, and post-defibrillation findings supports a diagnosis of ARVC which is characterized by fibrofatty replacement of the RV myocardium, leading to arrhythmias li, VT and VF, often triggered during exertion. Key ECG findings include T-wave inversion in precordial and inferior leads (without RBBB), epsilon waves in V1, and localized QRS Widening in V1V2,","The patient's ECG progression; RVOT VT on arrival, VF with loss of consciousness, and post-defibrillation findings supports a diagnosis of ARVC which is characterized by fibrofatty replacement of the RV myocardium, leading to arrhythmias li, VT and VF, often triggered during exertion. Key ECG findings include T-wave inversion in precordial and inferior leads (without RBBB), epsilon waves in V1, and localized QRS Widening in V1V2,","Correct answer: A — Arrhythmogenic Right Ventricular Cardiomyopathy. The patient's ECG progression; RVOT VT on arrival, VF with loss of consciousness, and post-defibrillation findings supports a diagnosis of ARVC which is characterized by fibrofatty replacement of the RV myocardium, leading to arrhythmias li, VT and VF, often triggered during exertion. Key ECG findings include T-wave inversion in precordial and inferior leads (without RBBB), epsilon waves in V1, and localized QRS Widening in V1V2,. Exam tip: for diagnosis questions, identify the single option that explains the entire clinical pattern rather than only one isolated clue.",Cardiomyopathy
156,single,A patient with paroxysmal AF was put on amiodarone 200 mg/day to prevent recurrence. He developed visual disturbance due to corneal deposits. What is your next step?,Stop amiodarone and give digoxin,Reduce amiodarone to 100 mg/day,Stop amiodarone and give dronedarone,Continue the same treatment and follow up,Stop amiodarone and give defetilide,,D,D — Continue the same treatment and follow up,"Corneal deposits are a common, relatively benign side effect of amiodarone They do not usually warrant discontinuation of therapy unless they are causing significant visual impairment. In most cases, they improve or resolve if amiodarone is stopped, but this is typically unnecessary unless symptoms become severe.","Corneal deposits are a common, relatively benign side effect of amiodarone They do not usually warrant discontinuation of therapy unless they are causing significant visual impairment. In most cases, they improve or resolve if amiodarone is stopped, but this is typically unnecessary unless symptoms become severe.","Correct answer: D — Continue the same treatment and follow up. Corneal deposits are a common, relatively benign side effect of amiodarone They do not usually warrant discontinuation of therapy unless they are causing significant visual impairment. In most cases, they improve or resolve if amiodarone is stopped, but this is typically unnecessary unless symptoms become severe. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",EP
157,single,A 17-year-old girl presented with weakness and easy fatigability. She claimed that these sensations are associated with a drop of BP to 70-50 mmHg. Her basal BP has not been more than 100/60 mmHg all over her life. She experiences previous attacks of presyncope. What is your proper management?,Refer totilting table test,Measure BP during supine and standing,Measure her catecholamine in her blood,Measure mineralocorticoid level,Perform echo-Doppler,,B,B — Measure BP during supine and standing,"The first step in managing recurrent hypotension and presyncope is measuring BP in supine and standing positions to check for orthostatic hypotension, a common cause defined as a systolic drop 220 mmHg or diastolic drop 210 mmHg. This simple, non-invasive test confirms if a BP drop on standing is contributing. A tilt-table test is second-line if orthostatic hypotension is suspected but not confirmed. Catecholamine and mineralocorticoid levels are for specific conditions like pheochromocytoma or Addison's, and Echo-Doppler is used for suspected structural heart issues but not as fist line here.","The first step in managing recurrent hypotension and presyncope is measuring BP in supine and standing positions to check for orthostatic hypotension, a common cause defined as a systolic drop 220 mmHg or diastolic drop 210 mmHg. This simple, non-invasive test confirms if a BP drop on standing is contributing. A tilt-table test is second-line if orthostatic hypotension is suspected but not confirmed. Catecholamine and mineralocorticoid levels are for specific conditions like pheochromocytoma or Addison's, and Echo-Doppler is used for suspected structural heart issues but not as fist line here.","Correct answer: B — Measure BP during supine and standing. The first step in managing recurrent hypotension and presyncope is measuring BP in supine and standing positions to check for orthostatic hypotension, a common cause defined as a systolic drop 220 mmHg or diastolic drop 210 mmHg. This simple, non-invasive test confirms if a BP drop on standing is contributing. A tilt-table test is second-line if orthostatic hypotension is suspected but not confirmed. Catecholamine and mineralocorticoid levels are for specific conditions like pheochromocytoma or Addison's, and Echo-Doppler is used for suspected structural heart issues but not as fist line here. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Physical Exam
158,single,A 45-year-old male with a recent STEMI received thrombolytic therapy and subsequently developed a wide complex tachycardia with a heart rate of 90/min and BP 130/70. What is your next step?,DC shock,IV amiodarone,IV Inderal,Reassurance,IV xylocaine,,D,D — Reassurance,"The patient has developed a wide complex tachycardia with a relatively low heart rate (90/min) and stable BP (130/70 mmHg). This is most likely accelerated idioventricular rhythm (AIVR), a common and generally benign rhythm seen after reperfusion therapy in STEMI patients,","The patient has developed a wide complex tachycardia with a relatively low heart rate (90/min) and stable BP (130/70 mmHg). This is most likely accelerated idioventricular rhythm (AIVR), a common and generally benign rhythm seen after reperfusion therapy in STEMI patients,","Correct answer: D — Reassurance. The patient has developed a wide complex tachycardia with a relatively low heart rate (90/min) and stable BP (130/70 mmHg). This is most likely accelerated idioventricular rhythm (AIVR), a common and generally benign rhythm seen after reperfusion therapy in STEMI patients,. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Arrhythmia
159,single,"A 24-year-old woman presents with exertional dyspnea and orthopnea. She gave a history of rheumatic fever in childhood and received long-acting penicillin. Upon examination, the JVP is elevated 10 cm. There is grade II/VI pansystolic murmur at the apex and grade II/VI diastolic rumbling murmur. There was an opening snap. Echocardiography showed mean mitral valve gradient 7 mmHg, mitral valve area 1.9 cm’, and mitral regurgitant area 3 cm?, Based on the given information, what is your clinical diagnosis?",Mild MS and Mild MR,Severe MS and Mild MR,_ Severe TR and Mild MS.,Severe MS and Severe MR,. More information is needed for evaluation,,E,E — . More information is needed for evaluation,"This patient presents with significant symptoms of exertional dyspnea and orthopnea, along with elevated JVP and both systolic and diastolic murmurs, suggesting mitral involvement. However, echocardiography reveals a mean mitral valve gradient of 7 mmbHg and a MVA of 1.9 cm’, both indicative of only mild MS and mild MR (mitral regurgitant area < 4 cm’). The elevated JVP and pronounced symptoms are inconsistent with the mild echocardiographic findings, raising concerns about potential inaccuracies or additional underlying conditions. This discrepancy between clinical presentation and diagnostic parameters suggests that non-invasive assessments may not fully capture the severity of her valvular disease, necessitating further investigations such as TEE or invasive hemodynamic studies to achieve an accurate diagnosis.","This patient presents with significant symptoms of exertional dyspnea and orthopnea, along with elevated JVP and both systolic and diastolic murmurs, suggesting mitral involvement. However, echocardiography reveals a mean mitral valve gradient of 7 mmbHg and a MVA of 1.9 cm', both indicative of only mild MS and mild MR (mitral regurgitant area < 4 cm'). The elevated JVP and pronounced symptoms are inconsistent with the mild echocardiographic findings, rais ing concerns about potential inaccuracies or additional underlying conditions. This discrepancy between clinical presentation and diagnostic parameters suggests that non-invasive assessments may not fully capture the severity of her valvular disease, necessitating further investigations such as TEE or invasive hemodynamic studies to achieve an accurate diagnosis.","Correct answer: E — . More information is needed for evaluation. This patient presents with significant symptoms of exertional dyspnea and orthopnea, along with elevated JVP and both systolic and diastolic murmurs, suggesting mitral involvement. However, echocardiography reveals a mean mitral valve gradient of 7 mmbHg and a MVA of 1.9 cm', both indicative of only mild MS and mild MR (mitral regurgitant area < 4 cm'). The elevated JVP and pronounced symptoms are inconsistent with the mild echocardiographic findings, rais ing concerns about potential inaccuracies or additional underlying conditions. This discrepancy between clinical presentation and diagnostic parameters suggests that non-invasive assessments may not fully capture the severity of her valvular disease, necessitating further investigations such as TEE or invasive hemodynamic studies to achieve an accurate diagnosis. In valvular questions, timing of symptoms, prosthesis type, and echocardiographic morphology are major clues to the underlying valve complication. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Valvular
160,single,"A 62-year-old woman presents to you with severe class III symptoms of shortness of breath. She has a known history of heart murmur and a past history of rheumatic fever and has had increasing symptoms of shortness of breath for the past 4 years. On examination, her venous pressure is elevated to 10 cm with a V wave, and the carotid upstroke has no delay. The LV impulse is slightly enlarged. There is a 2/6 holosystolic murmur at the apex with a 2/6 diastolic rumble. An opening snap is present 60 msec from the second heart sound. The TTE shows normal LV size and function with a moderately enlarged LA. The aortic valve is normal. The mitral valve is thickened and mildly calcified with diastolic doming. There is mild MR by color-flow Doppler. There is MS with a mean gradient of 15, mmHg. The MVA by half-time is 1.9 cm’. Based on this information, this patient has:",Mild MS and mild MR,Severe MS and mild MR,Mild MS and severe MR,More information is required. 1;,,,D,D — More information is required. 1;,"This patient exhibits severe Class Ill dyspnea with clinical signs of MR, including elevated venous pressure with V waves and a holosystotic murmur, alongside features suggestive of MS like an opening snap occurring 60 ms after S2. Echocardiography shows @ high mean mitral valve gradient of 15 mmHg, pointing to seve, MS, while the mitral valve area measured by half-time is 1.9 om’, suggesting only mild mg. The conflicting data between severe symptoms and echocardiographic findings suggest, Limitations in the evaluation, likely due to measurement inaccuracies or overlapping, pathologies. Further diagnostics, such as cardiac catheterization or advanced imaging, are needed to clarity the severity of MS. and MR.","This patient exhibits severe Class Ill dyspnea with clinical signs of MR, including elevated venous pressure with V waves and a holosystotic murmur, alongside features suggestive of MS like an opening snap occurring 60 ms after S2. Echocardiography shows @ high mean mitral valve gradient of 15 mmHg, pointing to seve, MS, while the mitral valve area measured by half-time is 1.9 om', suggesting only mild mg. The conflicting data between severe symptoms and echocardiographic findings suggest, Limitations in the evaluation, likely due to measurement inaccuracies or overlapping, pathologies. Further diagnostics, such as cardiac catheterization or advanced imaging, are needed to clarity the severity of MS. and MR.","Correct answer: D — More information is required. 1;. This patient exhibits severe Class Ill dyspnea with clinical signs of MR, including elevated venous pressure with V waves and a holosystotic murmur, alongside features suggestive of MS like an opening snap occurring 60 ms after S2. Echocardiography shows @ high mean mitral valve gradient of 15 mmHg, pointing to seve, MS, while the mitral valve area measured by half-time is 1.9 om', suggesting only mild mg. The conflicting data between severe symptoms and echocardiographic findings suggest, Limitations in the evaluation, likely due to measurement inaccuracies or overlapping, pathologies. Further diagnostics, such as cardiac catheterization or advanced imaging, are needed to clarity the severity of MS. and MR. In valvular questions, timing of symptoms, prosthesis type, and echocardiographic morphology are major clues to the underlying valve complication. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Valvular
161,single,"A 42-year-old male patient developed dry cough 2 days ago with mild effort. He consulted a chest specialist who found nothing abnormal in the chest, but BP was 166/100 mmHg due to which he was given amlodipine 5 mg once per day and ordered a chest X-ray. Chest X-ray showed normal lung findings with normal C/T ratio. Early in the morning he was suddenly attacked by rapidly progressive severe shortness of breath and chest tightness which needed transfer to the ER. Clinically his BP was 210/122 mmHg, pulse 112 bpm. He is not diabetic but is known to have hypertension and smokes 30 cigarettes per day. Echocardiography: EDD 5.5 cm, ESD 3.1 cm, IVS 1.3 cm, PW 1.3 cm, LA 4.0 cm, EF 52%. Blood urea 26 mg/dL, creatinine 1.1 mg/dL, total cholesterol 188 mg/dL, TG 122 mg/dL, HDL 58 mg/dL, and LDL 106 mg/dL. What is the appropriate diagnosis?",Biventricular failure,Right ventricular failure,Non-cardiac condition,Heart failure with preserved EF,Heart failure with reduced EF,,D,D — Heart failure with preserved EF,"This patient presents with acute heart failure symptoms, a history of uncontrolled hypertension, and preserved EF (52%) on echocardiogram, indicating HFp&","This patient presents with acute heart failure symptoms, a history of uncontrolled hypertension, and preserved EF (52%) on echocardiogram, indicating HFp&","Correct answer: D — Heart failure with preserved EF. This patient presents with acute heart failure symptoms, a history of uncontrolled hypertension, and preserved EF (52%) on echocardiogram, indicating HFp&. Exam tip: for mechanism or pathology questions, anchor your choice to the defining morphologic or molecular hallmark.",Heart Failure
162,single,"A 13-year-old male immigrant from India presents to his primary care physician with gradually worsening shortness of breath worse on physical exertion as well as widespread joint pain. His past medical history includes a severe throat infection which was untreated. His vaccination record is complete. On physical examination, there is a high-pitched holosystolic murmur loudest at the apex with radiation to the axilla. Hb 135 g/L, platelets 150 × 10^9/L, WBC 9.5 × 10^9/L, anti-streptolysin O titres >200 units/mL. What is the most likely histological finding in his heart?",Aschoff bodies,Councilman bodies,Mallory bodies,Call-Exner bodies,Schiller-Duval bodies,,A,A — Aschoff bodies,"This 13-year-old boy shows signs of RHD, a complication of untreated Go? j A Streptococcus (GAS) infection, supported by elevated ASO titres, joint pain (acute | rheumatic fever), and a holosystolic murmur (MR). Immigrant status from a high- prevalence region further supports RHD. Aschoff bodies, inflammatory lesions, are the ‘characteristic in acute rheumatic fever.","This 13-year-old boy shows signs of RHD, a complication of untreated Go? j A Streptococcus (GAS) infection, supported by elevated ASO titres, joint pain (acute | rheumatic fever), and a holosystolic murmur (MR). Immigrant status from a high- prevalence region further supports RHD. Aschoff bodies, inflammatory lesions, are the ‘characteristic in acute rheumatic fever.","Correct answer: A — Aschoff bodies. This 13-year-old boy shows signs of RHD, a complication of untreated Go? j A Streptococcus (GAS) infection, supported by elevated ASO titres, joint pain (acute | rheumatic fever), and a holosystolic murmur (MR). Immigrant status from a high- prevalence region further supports RHD. Aschoff bodies, inflammatory lesions, are the ‘characteristic in acute rheumatic fever. In valvular questions, timing of symptoms, prosthesis type, and echocardiographic morphology are major clues to the underlying valve complication. Exam tip: for mechanism or pathology questions, anchor your choice to the defining morphologic or molecular hallmark.",Valvular
163,single,"A 14-year-old boy is admitted with palpitations and is noted to have a long QT interval. His only past medical history is deafness, What is the likely diagnosis?",Leriche's syndrome,Wolff-Parkinson White syndrome,Jervell-Lange-Nielsen syndrome,Romano-Ward syndrome,Oster-Weber-Rendu syndrome,,C,C — Jervell-Lange-Nielsen syndrome,"Jervell-Lange-Nielsen syndrome is an autosomal recessive long QT syndrome caused by potassium channel mutations (e.g., KCNQ1, KCNE1), characterized by prolonged QT interval (risk of torsades de pointes) and congenital sensorineural deafness.","Jervell-Lange-Nielsen syndrome is an autosomal recessive long QT syndrome caused by potassium channel mutations (e. g., KCNQ1, KCNE1), characterized by prolonged QT interval (risk of torsades de pointes) and congenital sensorineural deafness.","Correct answer: C — Jervell-Lange-Nielsen syndrome. Jervell-Lange-Nielsen syndrome is an autosomal recessive long QT syndrome caused by potassium channel mutations (e. g., KCNQ1, KCNE1), characterized by prolonged QT interval (risk of torsades de pointes) and congenital sensorineural deafness. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Inherited Arrhythmia
164,single,"A 75-year-old man presents with a 6-week history of fevers, night sweats, and lethargy. On examination, you note several Janeway lesions on his hands. There is a collapsing pulse, and you note an early diastolic murmur. You take multiple sets of blood cultures and commence the patient on broad-spectrum IV antibiotics for presumed infective endocarditis. A transthoracic echo identifies large vegetation on the aortic valve with associated aortic regurgitation. You note the patient has a background of metastatic colorectal cancer and is currently receiving palliative chemotherapy. In light of the patient’s past medical history, which of the following organisms are most likely to be responsible?",Streptococcus gallolyticus,Brucella,Coxiella burnetii,Staphylococcus epidermidis,Streptococcus viridans,,A,A — Streptococcus gallolyticus,The most likely organism responsible in this patient with infective endocarditis and colorectal cancer is Streptococcus gallolyticus.,The most likely organism responsible in this patient with infective endocarditis and colorectal cancer is Streptococcus gallolyticus.,"Correct answer: A — Streptococcus gallolyticus. The most likely organism responsible in this patient with infective endocarditis and colorectal cancer is Streptococcus gallolyticus. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Endocarditis
165,single,A 44-year-old man is seen in the cardiology clinic. For the past 6 months he has been experiencing episodes of palpitations associated with pre-syncopal symptoms. An ECG taken in clinic shows T-wave inversion in leads V1-3 associated with a notch at the end of the QRS complex. He is known to have a family history of sudden cardiac death. What is the most likely diagnosis?,Arrhythmogenic right ventricular cardiomyopathy,Catecholaminergic polymorphic ventricular tachycardia,Hypertrophic obstructive cardiomyopathy,Long QT syndrome,Brugada syndrome,,A,A — Arrhythmogenic right ventricular cardiomyopathy,"The most likely diagnosis is ARVC, based on palpitations, pre-syncopal symptoms, T-wave inversions in V1-V3, and an epsilon wave (a hallmark finding of delayed right ventricular activation). The family history of SCD further supports ARVC.","The most likely diagnosis is ARVC, based on palpitations, pre-syncopal symptoms, T-wave inversions in V1-V3, and an epsilon wave (a hallmark finding of delayed right ventricular activation). The family history of SCD further supports ARVC.","Correct answer: A — Arrhythmogenic right ventricular cardiomyopathy. The most likely diagnosis is ARVC, based on palpitations, pre-syncopal symptoms, T-wave inversions in V1-V3, and an epsilon wave (a hallmark finding of delayed right ventricular activation). The family history of SCD further supports ARVC. Exam tip: for diagnosis questions, identify the single option that explains the entire clinical pattern rather than only one isolated clue.",Cardiomyopathy
166,single,A 57-year-old man who had a prosthetic mitral valve replacement 7 years ago presents with fever. An urgent echocardiogram shows features consistent with endocarditis. What is the most suitable antibiotic therapy until blood culture results are known?,IV ceftriaxone + benzylpenicillin,IV vancomycin + rifampicin + gentamicin,IV benzylpenicillin + gentamicin,IV flucloxacillin + gentamicin,IV vancomycin + benzylpenicillin,,B,B — IV vancomycin + rifampicin + gentamicin,"This patient has prosthetic valve endocarditis (PVE), requiring empiric antibiotics to cover MRSA, coagulase-negative staphylococci, Streptococcus, and enterococci. Vancomycin targets MRSA, rifampicin penetrates biofilms, and gentamicin enhances bactericidal synergy.","This patient has prosthetic valve endocarditis (PVE), requiring empiric antibiotics to cover MRSA, coagulase-negative staphylococci, Streptococcus, and enterococci. Vancomycin targets MRSA, rifampicin penetrates biofilms, and gentamicin enhances bactericidal synergy.","Correct answer: B — IV vancomycin + rifampicin + gentamicin. This patient has prosthetic valve endocarditis (PVE), requiring empiric antibiotics to cover MRSA, coagulase-negative staphylococci, Streptococcus, and enterococci. Vancomycin targets MRSA, rifampicin penetrates biofilms, and gentamicin enhances bactericidal synergy. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Endocarditis
167,single,_A6S-year-old man admitted to the Acute Medical Unit is noted to have cannon ‘a’ Waves of his jugular venous pressure during cardiovascular examination. Which one oft following would not cause this finding?,Tricuspid stenosis,Complete heart block,Ventricular tachycardia,Single chamber ventricular pacing,"Nodal rhythm,",,A,A — Tricuspid stenosis,"Cannon ‘a' waves are caused by atrial contraction against a closed tricuspid valve, seen in conditions with AV asynchrony like CHB, VT, single-chamber pacing, or nods rhythm. TS causes slow ""a"" waves due to restricted atrial emptying, not abrupt contractior against a closed valve.","Cannon ‘a' waves are caused by atrial contraction against a closed tricuspid valve, seen in conditions with AV asynchrony like CHB, VT, single-chamber pacing, or nods rhythm. TS causes slow ""a"" waves due to restricted atrial emptying, not abrupt contractior against a closed valve.","Correct answer: A — Tricuspid stenosis. Cannon ‘a' waves are caused by atrial contraction against a closed tricuspid valve, seen in conditions with AV asynchrony like CHB, VT, single-chamber pacing, or nods rhythm. TS causes slow ""a"" waves due to restricted atrial emptying, not abrupt contractior against a closed valve. Exam tip: for mechanism or pathology questions, anchor your choice to the defining morphologic or molecular hallmark.",Physical Exam
168,single,A 33-year-old man with known WPW syndrome suddenly developed palpitations. ECG was done and showed a wide-complex tachycardia (WCT) which is irregular and ventricular rate 120 bpm. What is the appropriate drug to use?,Beta blocker,Verapamil,Adenosine,Amiodarone,Digoxin,,D,D — Amiodarone,"The patient has WPW syndrome with AF, as evidenced by an irregular wide- complex tachycardia. In this setting, drugs such as beta blockers, verapamil, adenosine, or digoxin are contraindicated because they block the AV node, which can increase conduction through the accessory pathway and elevate the risk of ventricular fibrillation. While amiodarone is not the optimal choice (e.g. procainamide would be better), itis the safest option among the choices provided.","The patient has WPW syndrome with AF, as evidenced by an irregular wide- complex tachycardia. In this setting, drugs such as beta blockers, verapamil, adenosine, or digoxin are contraindicated because they block the AV node, which can increase conduction through the accessory pathway and elevate the risk of ventricular fibrillation. While amiodarone is not the optimal choice (e. g. procainamide would be better), itis the safest option among the choices provided.","Correct answer: D — Amiodarone. The patient has WPW syndrome with AF, as evidenced by an irregular wide- complex tachycardia. In this setting, drugs such as beta blockers, verapamil, adenosine, or digoxin are contraindicated because they block the AV node, which can increase conduction through the accessory pathway and elevate the risk of ventricular fibrillation. While amiodarone is not the optimal choice (e. g. procainamide would be better), itis the safest option among the choices provided. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",EP
