question_id,question_type,stem,option_a,option_b,option_c,option_d,option_e,option_f,correct_answer,correct_answer_text,explanation,explanation_clean,detailed_explanation,topic
587,MCQ,A 37-year-old man with WPW develops an irregular broad-complex tachycardia at 200 bpm and remains relatively stable. Useful treatment at this point might include:,Digoxin,Amiodarone,Propranolol,Verapamil,Direct-current cardioversion,,E,E — Direct-current cardioversion,Irregular broad-complex tachycardia in WPW suggests AF with pre-excitation; AV nodal blockers are contraindicated and DC cardioversion is safest.,Irregular broad-complex tachycardia in WPW suggests AF with pre-excitation; AV nodal blockers are contraindicated and DC cardioversion is safest.,"Correct answer: E — Direct-current cardioversion. Irregular broad-complex tachycardia in WPW suggests AF with pre-excitation; AV nodal blockers are contraindicated and DC cardioversion is safest. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Arrhythmia emergency
588,MCQ,"A 45-year-old IV drug user with MSSA bacteremia has an IV/VI diastolic murmur at the left sternal border, wide pulse pressure, and bounding carotid pulse. Most likely cause of the murmur?",Aortic regurgitation,Aortic stenosis,Mitral stenosis,Mitral regurgitation,Tricuspid regurgitation,,A,A — Aortic regurgitation,"These findings indicate acute aortic regurgitation, likely from infective endocarditis.","These findings indicate acute aortic regurgitation, likely from infective endocarditis.","Correct answer: A — Aortic regurgitation. These findings indicate acute aortic regurgitation, likely from infective endocarditis. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Endocarditis/Valvular
589,MCQ,Which syndrome is most likely associated with a dysplastic and stenotic pulmonary valve?,Turner’s syndrome,Noonan’s syndrome,Down syndrome,Holt-Oram syndrome,,,B,B — Noonan's syndrome,Noonan syndrome is classically associated with dysplastic pulmonary valve stenosis.,Noonan syndrome is classically associated with dysplastic pulmonary valve stenosis.,"Correct answer: B — Noonan's syndrome. Noonan syndrome is classically associated with dysplastic pulmonary valve stenosis. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Genetics/Congenital
590,MCQ,A 66-year-old woman with ischemic cardiomyopathy and Bi-V ICD has worsening dyspnea. Which finding is most reliable to indicate volume status?,History of exertional DOE,Peripheral edema,Auscultation of lung fields,Jugular venous pressure,,,D,D — Jugular venous pressure,JVP is the most reliable bedside marker of volume status in heart failure.,JVP is the most reliable bedside marker of volume status in heart failure.,"Correct answer: D — Jugular venous pressure. JVP is the most reliable bedside marker of volume status in heart failure. Exam tip: for mechanism or pathology questions, anchor your choice to the defining morphologic or molecular hallmark.",Heart failure examination
591,MCQ,"A 43-year-old smoker has hand ischemia, finger ulceration, superficial thrombophlebitis, and positive Allen’s sign consistent with Buerger disease. Optimal treatment?",Bypass surgery,Intraarterial infusion of prostacyclin into the radial artery,Complete cessation of tobacco,Cilostazol 100 BID,,,C,C — Complete cessation of tobacco,Complete tobacco cessation is the only definitive treatment for thromboangiitis obliterans.,Complete tobacco cessation is the only definitive treatment for thromboangiitis obliterans.,"Correct answer: C — Complete cessation of tobacco. Complete tobacco cessation is the only definitive treatment for thromboangiitis obliterans. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Vascular medicine
592,MCQ,"A 66-year-old man with prior CABG and CKD has severe ongoing chest pain, normal initial ECG and troponin, and pain unresponsive to standard medical therapy. Next immediate step?",Aggressive medical therapy with IV beta blockers and nitroprusside in CCU,Repeat troponin and EKG in 4–6 hours,Send for 'triple rule out' CT scan,Perform supplemental V7–V9 leads on EKG,,,D,D — Perform supplemental V7–V9 leads on EKG,Posterior MI may be missed on the initial ECG; posterior leads should be obtained when suspicion remains high.,Posterior MI may be missed on the initial ECG; posterior leads should be obtained when suspicion remains high.,"Correct answer: D — Perform supplemental V7–V9 leads on EKG. Posterior MI may be missed on the initial ECG; posterior leads should be obtained when suspicion remains high. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",ACS diagnosis
593,MCQ,A 64-year-old woman with a St Jude mechanical MVR is undergoing colonoscopy for iron-deficiency anemia. What is the antibiotic regimen for IE prophylaxis?,Amoxicillin 2 gm po one hour before,Vancomycin 1 gm IV and gentamycin 1.5 mg/kg IV one hour before,No IE prophylaxis is needed,Clindamycin 600 mg po one hour before,,,C,C — No IE prophylaxis is needed,IE prophylaxis is not recommended for routine non-dental GI procedures in the absence of active infection.,IE prophylaxis is not recommended for routine non-dental GI procedures in the absence of active infection.,"Correct answer: C — No IE prophylaxis is needed. IE prophylaxis is not recommended for routine non-dental GI procedures in the absence of active infection. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Endocarditis prophylaxis
594,MCQ,"A 72-year-old man has several brief episodes of left arm discomfort, minimal ECG changes, and normal troponin. What is the likelihood that he has ACS secondary to CAD?",High likelihood,Low likelihood,Unable to assess likelihood,Intermediate likelihood,,,D,D — Intermediate likelihood,"Given age and symptoms with minor ECG changes, the keyed answer is intermediate likelihood.","Given age and symptoms with minor ECG changes, the keyed answer is intermediate likelihood.","Correct answer: D — Intermediate likelihood. Given age and symptoms with minor ECG changes, the keyed answer is intermediate likelihood. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",ACS risk stratification
595,MCQ,A 35-year-old woman at 16 weeks' pregnancy has BP 155/90 mmHg. Best medication during the 2nd and 3rd trimester?,Thiazide diuretic,Observation,Methyldopa,ARB receptor blocker,,,C,C — Methyldopa,Methyldopa is a well-established antihypertensive option in pregnancy; ACEi/ARB are contraindicated.,Methyldopa is a well-established antihypertensive option in pregnancy; ACEi/ARB are contraindicated.,"Correct answer: C — Methyldopa. Methyldopa is a well-established antihypertensive option in pregnancy; ACEi/ARB are contraindicated. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pregnancy/Hypertension
596,MCQ,A 43-year-old man in clinical heart failure has an LAD-to-pulmonary artery fistula on angiography. Most appropriate treatment?,Interventional (transcatheter) closure of the fistula,Beta-blocking agent,ACE inhibitor,Observation and continued follow-up,,,A,A — Interventional (transcatheter) closure of the fistula,"Symptomatic coronary artery fistula should be closed, and transcatheter closure is often the preferred definitive treatment.","Symptomatic coronary artery fistula should be closed, and transcatheter closure is often the preferred definitive treatment.","Correct answer: A — Interventional (transcatheter) closure of the fistula. Symptomatic coronary artery fistula should be closed, and transcatheter closure is often the preferred definitive treatment. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Coronary anomalies
597,MCQ,Which statement about the pathophysiology of aneurysms is correct?,The most common cause of aneurysms is dilatation secondary to vessel trauma,"Dilatation involves the entire vessel wall (intima, media, and adventitia)",Aneurysms are often symptomatic and are discovered following patients' complaints,A 'giant' aneurysm is defined as one having a dilatation diameter >10 mm,All of the above are correct,,B,"B — Dilatation involves the entire vessel wall (intima, media, and adventitia)",A true aneurysm involves all layers of the vessel wall.,A true aneurysm involves all layers of the vessel wall.,"Correct answer: B — Dilatation involves the entire vessel wall (intima, media, and adventitia). A true aneurysm involves all layers of the vessel wall. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Vascular pathology
598,MCQ,Causes of pathologic Q waves not secondary to myocardial infarction include all of the following EXCEPT:,Amyloidosis,Dilated cardiomyopathy,Wolff-Parkinson-White syndrome,Cardiac transplant,Acute myocarditis,,D,D — Cardiac transplant,Cardiac transplant is not a recognized typical non-infarction cause of pathologic Q waves in this list.,Cardiac transplant is not a recognized typical non-infarction cause of pathologic Q waves in this list.,"Correct answer: D — Cardiac transplant. Cardiac transplant is not a recognized typical non-infarction cause of pathologic Q waves in this list. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",ECG
599,MCQ,Pathologic studies relate positive vessel remodeling to plaque vulnerability. Which parameter is NOT characteristic of vessels with positive remodeling?,Paucity of smooth muscle cells,Thinner media,Thicker cap,Larger lipid cores,Increased inflammatory marker concentrations,,C,C — Thicker cap,"A thicker fibrous cap suggests a more stable plaque, not a vulnerable positively remodeled plaque.","A thicker fibrous cap suggests a more stable plaque, not a vulnerable positively remodeled plaque.","Correct answer: C — Thicker cap. A thicker fibrous cap suggests a more stable plaque, not a vulnerable positively remodeled plaque. In atherosclerosis questions, choose the lesion or mechanism that fits the specific disease stage asked in the stem. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Atherosclerosis
600,MCQ,Which loop diuretic is not a sulfonamide and can be safely administered to a patient with sulfonamide allergy?,Ethacrynic acid,Bumetanide,Torsemide,Furosemide,,,A,A — Ethacrynic acid,Ethacrynic acid is the loop diuretic that lacks a sulfonamide moiety.,Ethacrynic acid is the loop diuretic that lacks a sulfonamide moiety.,"Correct answer: A — Ethacrynic acid. Ethacrynic acid is the loop diuretic that lacks a sulfonamide moiety. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pharmacology
