question_id,question_type,stem,option_a,option_b,option_c,option_d,option_e,option_f,correct_answer,correct_answer_text,explanation,explanation_clean,detailed_explanation,topic
488,MCQ,"COPD patient undergoing central venous catheter placement develops sudden dyspnea, chest pain, and a mill-wheel murmur. Most appropriate initial management?",Administer 100% oxygen and place the patient in the left lateral decubitus position,Remove the catheter and apply direct pressure to the site,Perform emergency thoracotomy to evacuate air,Start intravenous fluids to manage hypotension,,,A,A — Administer 100% oxygen and place the patient in the left lateral decubitus position,This is venous air embolism; 100% oxygen plus Durant positioning is the immediate treatment.,This is venous air embolism; 100% oxygen plus Durant positioning is the immediate treatment.,"Correct answer: A — Administer 100% oxygen and place the patient in the left lateral decubitus position. This is venous air embolism; 100% oxygen plus Durant positioning is the immediate treatment. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Procedures/Complications
489,MCQ,"Chest pain, dysphagia, high-pitched diastolic murmur, wide pulse pressure, mediastinal widening, and calcification of the ascending aorta. Most likely underlying diagnosis?",Aortic dissection,Syphilitic aortitis,Marfan syndrome with aortic aneurysm,Takayasu arteritis,,,B,B — Syphilitic aortitis,These features are classic for syphilitic aortitis affecting the ascending aorta and causing aortic regurgitation.,These features are classic for syphilitic aortitis affecting the ascending aorta and causing aortic regurgitation.,"Correct answer: B — Syphilitic aortitis. These features are classic for syphilitic aortitis affecting the ascending aorta and causing aortic regurgitation. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Aortic disease
490,MCQ,32-year-old woman with hypertension is planning pregnancy. Which antihypertensive is contraindicated?,Labetalol,Nifedipine,Methyldopa,Captopril,,,D,D — Captopril,ACE inhibitors such as captopril are contraindicated in pregnancy because of fetal toxicity.,ACE inhibitors such as captopril are contraindicated in pregnancy because of fetal toxicity.,"Correct answer: D — Captopril. ACE inhibitors such as captopril are contraindicated in pregnancy because of fetal toxicity. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pregnancy/Hypertension
491,MCQ,55-year-old patient with uncontrolled hypertension and elevated heart rate on low-dose bisoprolol (2.5 mg); echocardiography is normal. Next best step?,Increase the dose of bisoprolol,Add a calcium channel blocker,Start an ACE inhibitor and a diuretic,Replace bisoprolol with another beta-blocker,,,A,A — Increase the dose of bisoprolol,The first step is to optimize beta-blockade by titrating bisoprolol upward.,The first step is to optimize beta-blockade by titrating bisoprolol upward.,"Correct answer: A — Increase the dose of bisoprolol. The first step is to optimize beta-blockade by titrating bisoprolol upward. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Hypertension
492,MCQ,"60-year-old on amlodipine has uncontrolled hypertension, reduced EF on echocardiography, and lower-limb edema. Next best step?",Increase the dose of amlodipine,Add an ACE inhibitor,Add a diuretic and an ACE inhibitor,Replace amlodipine with a beta-blocker,,,C,C — Add a diuretic and an ACE inhibitor,This patient has uncontrolled HTN with HFrEF and fluid retention; a diuretic plus ACE inhibitor is appropriate.,This patient has uncontrolled HTN with HFrEF and fluid retention; a diuretic plus ACE inhibitor is appropriate.,"Correct answer: C — Add a diuretic and an ACE inhibitor. This patient has uncontrolled HTN with HFrEF and fluid retention; a diuretic plus ACE inhibitor is appropriate. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Heart failure/Hypertension
493,MCQ,The ramus intermedius artery is best visualized in which coronary angiographic view?,Left anterior oblique (LAO) cranial,Right anterior oblique (RAO) caudal,Left anterior oblique (LAO) caudal,Right anterior oblique (RAO) cranial,,,C,C — Left anterior oblique (LAO) caudal,The LAO caudal 'spider' view best opens the LM bifurcation and shows the ramus intermedius clearly.,The LAO caudal 'spider' view best opens the LM bifurcation and shows the ramus intermedius clearly.,"Correct answer: C — Left anterior oblique (LAO) caudal. The LAO caudal 'spider' view best opens the LM bifurcation and shows the ramus intermedius clearly. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Coronary anatomy
494,MCQ,Progressive dyspnea after a recent upper respiratory tract infection; severe global hypokinesis and LVEF 10%. Most likely causative agent?,Adenovirus,Coxsackievirus B,Cytomegalovirus,Epstein-Barr virus,,,B,B — Coxsackievirus B,Coxsackievirus B is a classic cause of viral myocarditis and subsequent dilated cardiomyopathy.,Coxsackievirus B is a classic cause of viral myocarditis and subsequent dilated cardiomyopathy.,"Correct answer: B — Coxsackievirus B. Coxsackievirus B is a classic cause of viral myocarditis and subsequent dilated cardiomyopathy. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Myocarditis
495,MCQ,Primary mechanism by which statins reduce cholesterol levels?,Inhibition of bile acid reabsorption in the intestines,Stimulation of lipoprotein lipase activity,Inhibition of HMG-CoA reductase in the liver,Blocking cholesterol absorption in the small intestine,,,C,C — Inhibition of HMG-CoA reductase in the liver,"Statins inhibit HMG-CoA reductase, the rate-limiting enzyme in cholesterol synthesis.","Statins inhibit HMG-CoA reductase, the rate-limiting enzyme in cholesterol synthesis.","Correct answer: C — Inhibition of HMG-CoA reductase in the liver. Statins inhibit HMG-CoA reductase, the rate-limiting enzyme in cholesterol synthesis. In lipid questions, link the biochemical abnormality to the lipoprotein pathway and the classic clinical or laboratory pattern. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Lipid disorders
496,MCQ,Heart-failure patient on digoxin has elevated serum digoxin level without dose change. Which medication most likely caused the increase?,Furosemide,Amiodarone,Spironolactone,Aspirin,Simvastatin,,B,B — Amiodarone,"Amiodarone inhibits P-glycoprotein and reduces digoxin clearance, increasing serum levels.","Amiodarone inhibits P-glycoprotein and reduces digoxin clearance, increasing serum levels.","Correct answer: B — Amiodarone. Amiodarone inhibits P-glycoprotein and reduces digoxin clearance, increasing serum levels. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pharmacology
497,MCQ,"Two months after anterior STEMI, ECG shows persistent ST elevation in anterior leads with deep Q waves and T-wave inversion. Most likely diagnosis?",Acute anterior STEMI,Left ventricular aneurysm,Pericarditis,Early repolarization,,,B,B — Left ventricular aneurysm,Persistent ST elevation after prior anterior STEMI suggests left ventricular aneurysm.,Persistent ST elevation after prior anterior STEMI suggests left ventricular aneurysm.,"Correct answer: B — Left ventricular aneurysm. Persistent ST elevation after prior anterior STEMI suggests left ventricular aneurysm. Exam tip: for diagnosis questions, identify the single option that explains the entire clinical pattern rather than only one isolated clue.",ECG
498,MCQ,What is the normal nocturnal blood pressure pattern in a healthy individual?,Blood pressure increases by 10–20% during sleep,Blood pressure decreases by 10–20% during sleep,Blood pressure remains unchanged during sleep,Blood pressure fluctuates unpredictably during sleep,,,B,B — Blood pressure decreases by 10–20% during sleep,Normal nocturnal dipping is a 10–20% reduction in blood pressure during sleep.,Normal nocturnal dipping is a 10–20% reduction in blood pressure during sleep.,"Correct answer: B — Blood pressure decreases by 10–20% during sleep. Normal nocturnal dipping is a 10–20% reduction in blood pressure during sleep. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Hypertension/ABPM
499,MCQ,What is the final step in platelet aggregation during primary hemostasis?,Activation of thromboxane A2,Release of adenosine diphosphate (ADP),Binding of fibrinogen to GPIIb/IIIa receptors,Activation of von Willebrand factor,,,C,C — Binding of fibrinogen to GPIIb/IIIa receptors,"The final aggregation step is fibrinogen binding to activated GPIIb/IIIa receptors, cross-linking platelets.","The final aggregation step is fibrinogen binding to activated GPIIb/IIIa receptors, cross-linking platelets.","Correct answer: C — Binding of fibrinogen to GPIIb/IIIa receptors. The final aggregation step is fibrinogen binding to activated GPIIb/IIIa receptors, cross-linking platelets. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Hematology
500,MCQ,62-year-old male receiving alteplase for acute ischemic stroke develops significant bleeding. Most appropriate treatment to reverse this side effect?,Fresh frozen plasma (FFP),Vitamin K,Aminocaproic acid,Cryoprecipitate,,,C,C — Aminocaproic acid,Aminocaproic acid is an antifibrinolytic that counteracts alteplase-induced fibrinolysis.,Aminocaproic acid is an antifibrinolytic that counteracts alteplase-induced fibrinolysis.,"Correct answer: C — Aminocaproic acid. Aminocaproic acid is an antifibrinolytic that counteracts alteplase-induced fibrinolysis. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Stroke/Thrombolysis
