question_id,question_type,stem,option_a,option_b,option_c,option_d,option_e,option_f,correct_answer,correct_answer_text,explanation,explanation_clean,detailed_explanation,topic
73,single,"Among patients suffering an MI with true contraindications to aspirin, which of the following should be administered in its place?",Coumadin,Dipyridamole,Ticlopidine,Clopidogrel,,,D,D — Clopidogrel,Clopidogrel is the preferred antiplatelet substitute when aspirin cannot be used.,Clopidogrel is the preferred antiplatelet substitute when aspirin cannot be used.,"Correct answer: D — Clopidogrel. Clopidogrel is the preferred antiplatelet substitute when aspirin cannot be used. In ACS questions, combine the ECG pattern with the hemodynamic picture and choose the option that best explains the full ischemic territory or high-risk culprit lesion. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",ACS
74,single,"A 75-year-old woman presented with shortness of breath and generalized malaise of 1-week duration. Her heart rate was 90 per minute and BP was 90/50 mmHg. Examination revealed rales in bilateral lung bases, an elevated jugular venous pulse, and a loud systolic murmur in the left parasternal area. An echo was performed. What is the likely infarct-related artery?",Proximal LAD,Distal LAD,Obtuse marginal in a dominant circumflex,Mid-RCA in dominant RCA,Proximal nondominant RCA,,D,D — Mid-RCA in dominant RCA,A post-MI VSR in the basal inferoseptum points to a dominant RCA/PDA territory infarct.,A post-MI VSR in the basal inferoseptum points to a dominant RCA/PDA territory infarct.,"Correct answer: D — Mid-RCA in dominant RCA. A post-MI VSR in the basal inferoseptum points to a dominant RCA/PDA territory infarct. In ACS questions, combine the ECG pattern with the hemodynamic picture and choose the option that best explains the full ischemic territory or high-risk culprit lesion. Exam tip: for mechanism or pathology questions, anchor your choice to the defining morphologic or molecular hallmark.",ACS
75,single,"A 66-year-old man with HTN, DM, PAD, and a 40 pack-year smoking history presents to the ED with intermittent chest discomfort at rest for the past 24 hours. ECG shows nonspecific ST-changes and troponin T is elevated. He undergoes transfemoral cath, revealing a 90% lesion in the first diagonal branch, treated with overlapping BMSs, achieving TIMI-3 flow. He is transferred to the CCU stable. Four hours later, he develops hypotension (BP 80/40 mmHg) and tachycardia (HR 110 bpm), without JVD. He appears pale, diaphoretic, and dizzy. Cardiac auscultation is unchanged, repeat ECG is similar to the initial, and bedside echo shows no pericardial effusion. Which test is most likely to identify the cause of his current condition?",Repeat left heart catheterization,CT chest with contrast,CT abdomen without contrast,Chest X-ray,Bedside transesophageal echocardiography,,C,C — CT abdomen without contrast,"After femoral cath, concealed retroperitoneal bleeding is best confirmed with noncontrast abdominal CT.","After femoral cath, concealed retroperitoneal bleeding is best confirmed with noncontrast abdominal CT.","Correct answer: C — CT abdomen without contrast. After femoral cath, concealed retroperitoneal bleeding is best confirmed with noncontrast abdominal CT. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Intervention
76,single,Which of the following is the most common coronary artery anomaly?,Bland-Garland-White syndrome (left main coronary artery arising from the PA),Coronary arteriovenous fistula,Left circumflex artery arising from the right coronary artery,Left coronary artery arising from the right sinus of Valsalva,Coronary cameral fistula,,C,C — Left circumflex artery arising from the right coronary artery,Anomalous origin of the LCx from the RCA/right sinus is the commonest coronary anomaly.,Anomalous origin of the LCx from the RCA/right sinus is the commonest coronary anomaly.,"Correct answer: C — Left circumflex artery arising from the right coronary artery. Anomalous origin of the LCx from the RCA/right sinus is the commonest coronary anomaly. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: distinguish between the most likely event in this specific patient and the most common complication overall.",Congenital
77,single,"At the level of the endothelium, nitric oxide (NO) causes the following except:",Promotes smooth muscle relaxation,Reduce leukocyte adhesion,Increased smooth muscle proliferation,Downregulation of oxidative enzymes,,,C,C — Increased smooth muscle proliferation,NO inhibits smooth muscle proliferation rather than increasing it.,NO inhibits smooth muscle proliferation rather than increasing it.,"Correct answer: C — Increased smooth muscle proliferation. NO inhibits smooth muscle proliferation rather than increasing it. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Vascular Biology
78,single,The following cells are considered most important to the process of atherosclerosis:,Monocyte/macrophage lineage,Platelets,Red blood cells,B cells,,,A,A — Monocyte/macrophage lineage,Monocyte-derived macrophages take up oxidized LDL and drive plaque inflammation.,Monocyte-derived macrophages take up oxidized LDL and drive plaque inflammation.,"Correct answer: A — Monocyte/macrophage lineage. Monocyte-derived macrophages take up oxidized LDL and drive plaque inflammation. In atherosclerosis questions, choose the lesion or mechanism that fits the specific disease stage asked in the stem. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Atherosclerosis
79,single,The following are characteristics of a vulnerable plaque except:,High concentration of macrophages,High concentration of collagen,Neovascularization,Large necrotic core,,,B,B — High concentration of collagen,"Vulnerable plaques are collagen-poor, not collagen-rich.","Vulnerable plaques are collagen-poor, not collagen-rich.","Correct answer: B — High concentration of collagen. Vulnerable plaques are collagen-poor, not collagen-rich. In atherosclerosis questions, choose the lesion or mechanism that fits the specific disease stage asked in the stem. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Atherosclerosis
80,single,Arterial thrombosis after plaque rupture is initiated by:,Tissue plasminogen activator,Factor XIII,Protein C,Activated protein C,Tissue factor,,E,E — Tissue factor,Plaque tissue factor exposure triggers the extrinsic coagulation cascade.,Plaque tissue factor exposure triggers the extrinsic coagulation cascade.,"Correct answer: E — Tissue factor. Plaque tissue factor exposure triggers the extrinsic coagulation cascade. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Thrombosis
81,single,Low levels of gene expression can be detected by:,Northern blot,Western blot,Reverse transcriptase-polymerase chain reaction (RT-PCR),Southern blot,Gene transfer,,C,C — Reverse transcriptase-polymerase chain reaction (RT-PCR),RT-PCR is highly sensitive and can detect very low mRNA expression.,RT-PCR is highly sensitive and can detect very low mRNA expression.,"Correct answer: C — Reverse transcriptase-polymerase chain reaction (RT-PCR). RT-PCR is highly sensitive and can detect very low mRNA expression. Exam tip: for mechanism or pathology questions, anchor your choice to the defining morphologic or molecular hallmark.",Molecular Biology
82,single,The final common pathway of platelet aggregation is mediated through:,Adenosine diphosphate (ADP) binding,Collagen,Thrombin,αvβ3 receptor,Glycoprotein (GP) IIb/IIIa receptor,,E,E — Glycoprotein (GP) IIb/IIIa receptor,Activated GP IIb/IIIa mediates fibrinogen cross-linking between platelets.,Activated GP IIb/IIIa mediates fibrinogen cross-linking between platelets.,"Correct answer: E — Glycoprotein (GP) IIb/IIIa receptor. Activated GP IIb/IIIa mediates fibrinogen cross-linking between platelets. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Platelets
83,single,Inducers of smooth muscle cell proliferation include the following except:,Platelet-derived growth factor-β,Basic fibroblast growth factor (bFGF),Transforming growth factor-β (TGF-β),Thrombin,Oxidized low-density lipoprotein (LDL),,C,C — Transforming growth factor-β (TGF-β),"TGF-β is antiproliferative in this context, unlike the other listed stimuli.","TGF-β is antiproliferative in this context, unlike the other listed stimuli.","Correct answer: C — Transforming growth factor-β (TGF-β). TGF-β is antiproliferative in this context, unlike the other listed stimuli. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Vascular Biology
84,single,Inhibitors of cardiac myocyte apoptosis include:,Insulin-like growth factor-1β,Dobutamine,Ischemia,Caspase 3,Bid cleavage,,A,A — Insulin-like growth factor-1β,"IGF-1β overexpression has antiapoptotic, cardioprotective effects.","IGF-1β overexpression has antiapoptotic, cardioprotective effects.","Correct answer: A — Insulin-like growth factor-1β. IGF-1β overexpression has antiapoptotic, cardioprotective effects. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Cell Biology
85,single,The following are endothelium-independent vasodilators except:,Nitroglycerin,Papaverine,Adenosine,Acetylcholine (ACh),Verapamil,,D,D — Acetylcholine (ACh),ACh requires intact endothelium to trigger NO-mediated vasodilation.,ACh requires intact endothelium to trigger NO-mediated vasodilation.,"Correct answer: D — Acetylcholine (ACh). ACh requires intact endothelium to trigger NO-mediated vasodilation. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Vascular Biology
86,single,"A 26-year-old woman presents to your office for evaluation. She was told she had a murmur many years ago. She has a history of palpitations, but is otherwise asymptomatic. On examination, she is in no acute distress. Prominent v waves are noted in the JVP. Carotid upstrokes are normal. Chest is clear to auscultation. Cardiac examination reveals a nondisplaced PMI. Auscultation reveals a widely split first heart sound, with a loud second component that sounds like a click. A holosystolic murmur is heard at the right sternal border, which increases with inspiration. Hepatomegaly is present. Her echo is shown. What is the most likely cause for her palpitations?",Arrhythmias secondary to an accessory pathway,AV nodal reentrant tachycardia,Ventricular tachycardia,Atrial fibrillation,Anxiety,,A,A — Arrhythmias secondary to an accessory pathway,"These findings suggest Ebstein anomaly, which is commonly associated with accessory pathways and WPW.","These findings suggest Ebstein anomaly, which is commonly associated with accessory pathways and WPW.","Correct answer: A — Arrhythmias secondary to an accessory pathway. These findings suggest Ebstein anomaly, which is commonly associated with accessory pathways and WPW. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Congenital
87,single,"No intervention is performed for the previous patient. She returns to your clinic 3 months later. She describes an episode of transient word-finding difficulty, which lasted for a number of seconds. This occurred while she was recovering from a fractured tibia. A CT scan was performed, which was negative. She is concerned that she may have a recurrence. What is the most appropriate next test for her?",Echocardiography with saline contrast study,Carotid Dopplers,24-hour ambulatory electrocardiographic monitoring,Right heart catheterization with oxygen saturation run,,,A,A — Echocardiography with saline contrast study,Ebstein anomaly may coexist with atrial shunts; bubble study is best to assess paradoxical embolic risk.,Ebstein anomaly may coexist with atrial shunts; bubble study is best to assess paradoxical embolic risk.,"Correct answer: A — Echocardiography with saline contrast study. Ebstein anomaly may coexist with atrial shunts; bubble study is best to assess paradoxical embolic risk. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: for mechanism or pathology questions, anchor your choice to the defining morphologic or molecular hallmark.",Congenital
88,single,"A 65-year-old man, diabetic and hypertensive, presents with chest pain on exertion, relieved by rest and sublingual nitrates. What is the predictive value for ischemic heart disease (IHD) in this patient?",70%,75%,80%,85%,90%,,E,E — 90%,Typical angina in an older man with diabetes and hypertension has a very high predictive value for CAD.,Typical angina in an older man with diabetes and hypertension has a very high predictive value for CAD.,"Correct answer: E — 90%. Typical angina in an older man with diabetes and hypertension has a very high predictive value for CAD. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",CAD
89,single,"A 75-year-old hypertensive, smoking man presents to the ER with severe tearing chest pain radiating to the back. Exam shows unequal pulses, and his ECG is normal. What is the first investigation to suggest the diagnosis?",Chest X-ray,Echocardiography,Exercise stress test,Fibrin degradation products,Troponin I,,A,A — Chest X-ray,The presentation suggests aortic dissection; chest X-ray may show mediastinal widening.,The presentation suggests aortic dissection; chest X-ray may show mediastinal widening.,"Correct answer: A — Chest X-ray. The presentation suggests aortic dissection; chest X-ray may show mediastinal widening. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Aorta
90,single,A 25-year-old smoker presents to the ER with sudden severe chest pain following a severe cough. His ECG is normal. What is the first investigation to reach the correct diagnosis?,Chest X-ray,Echocardiography,Exercise stress test,Fibrin degradation products,Troponin I,,A,A — Chest X-ray,Sudden pleuritic chest pain after cough in a young smoker suggests pneumothorax; CXR is first-line.,Sudden pleuritic chest pain after cough in a young smoker suggests pneumothorax; CXR is first-line.,"Correct answer: A — Chest X-ray. Sudden pleuritic chest pain after cough in a young smoker suggests pneumothorax; CXR is first-line. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Pulmonary
91,single,A 45-year-old obese woman experiences sudden chest pain and tachypnea after cholecystectomy. What is the most appropriate investigation to reach a diagnosis?,Chest X-ray,Echocardiography,Fibrin degradation products,MSCT (Multislice CT),Troponin I,,D,D — MSCT (Multislice CT),Postoperative sudden chest pain and tachypnea suggest PE; multislice CT is appropriate.,Postoperative sudden chest pain and tachypnea suggest PE; multislice CT is appropriate.,"Correct answer: D — MSCT (Multislice CT). Postoperative sudden chest pain and tachypnea suggest PE; multislice CT is appropriate. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Pulmonary
92,single,A 45-year-old man with dilated cardiomyopathy can perform sexual intercourse but experiences dyspnea and fatigue. What is his NYHA class?,NYHA class I,NYHA class II,NYHA class III,NYHA class IV,,,B,B — NYHA class II,Symptoms with ordinary activity imply NYHA class II.,Symptoms with ordinary activity imply NYHA class II.,"Correct answer: B — NYHA class II. Symptoms with ordinary activity imply NYHA class II. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Heart Failure
93,single,"A 5-year-old child with a VSD has had a low-grade fever for several weeks and presents with non-tender, slightly raised hemorrhagic lesions on the palms. What are these lesions?",Ecchymoses,Janeway lesions,Osler’s nodes,Petechiae,Splinter hemorrhages,,B,B — Janeway lesions,Non-tender erythematous or hemorrhagic palm/sole lesions are Janeway lesions.,Non-tender erythematous or hemorrhagic palm/sole lesions are Janeway lesions.,"Correct answer: B — Janeway lesions. Non-tender erythematous or hemorrhagic palm/sole lesions are Janeway lesions. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Endocarditis
94,single,"A 5-year-old child with VSD has a low-grade fever and presents with tender, raised nodules on the finger pads. What are these lesions?",Ecchymoses,Janeway lesions,Osler’s nodes,Petechiae,Splinter hemorrhages,,C,C — Osler's nodes,Tender finger-pad nodules are Osler nodes.,Tender finger-pad nodules are Osler nodes.,"Correct answer: C — Osler's nodes. Tender finger-pad nodules are Osler nodes. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Endocarditis
95,single,A 5-year-old child with VSD has had a low-grade fever for weeks and presents with linear petechiae in the middle of the nail bed. What are these lesions?,Ecchymoses,Erythema marginatum,Janeway lesions,Roth’s spots,Splinter hemorrhages,,E,E — Splinter hemorrhages,Linear nail-bed lesions in endocarditis are splinter hemorrhages.,Linear nail-bed lesions in endocarditis are splinter hemorrhages.,"Correct answer: E — Splinter hemorrhages. Linear nail-bed lesions in endocarditis are splinter hemorrhages. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Endocarditis
96,single,What heart sound coincides with the peak of a normal V wave?,First heart sound,Second heart sound,Third heart sound,Fourth heart sound,Pericardial knock,,B,B — Second heart sound,The normal V wave peaks at end systole around the time of S2.,The normal V wave peaks at end systole around the time of S2.,"Correct answer: B — Second heart sound. The normal V wave peaks at end systole around the time of S2. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Heart Sounds
97,single,What heart sound coincides with the trough of a prominent Y descent that rises abruptly in constrictive pericarditis?,First heart sound,Second heart sound,Third heart sound,Fourth heart sound,Pericardial knock,,E,E — Pericardial knock,The abrupt halt in early diastolic filling in constriction produces a pericardial knock shortly after S2.,The abrupt halt in early diastolic filling in constriction produces a pericardial knock shortly after S2.,"Correct answer: E — Pericardial knock. The abrupt halt in early diastolic filling in constriction produces a pericardial knock shortly after S2. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Heart Sounds
98,single,"During a routine BP check in a 25-year-old man, a leg-arm BP difference of 25 mmHg is noted. What would be the suggested cause?",Aortic dissection,Mitral regurgitation,Severe aortic regurgitation,Severe aortic stenosis,Severe mitral stenosis,,C,C — Severe aortic regurgitation,A leg systolic pressure 20–40 mmHg above arm pressure is the Hill sign of severe AR.,A leg systolic pressure 20–40 mmHg above arm pressure is the Hill sign of severe AR.,"Correct answer: C — Severe aortic regurgitation. A leg systolic pressure 20–40 mmHg above arm pressure is the Hill sign of severe AR. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Physical Exam
99,single,A 15-year-old child with repeated episodes of epistaxis shows an arm-leg BP difference of 65 mmHg. What is the suggested cause?,Aortic dissection,Coarctation of the aorta,Peripheral arterial disease,Severe aortic stenosis,Severe aortic regurgitation,,B,B — Coarctation of the aorta,Marked arm–leg BP gradient with epistaxis in a child suggests coarctation of the aorta.,Marked arm–leg BP gradient with epistaxis in a child suggests coarctation of the aorta.,"Correct answer: B — Coarctation of the aorta. Marked arm–leg BP gradient with epistaxis in a child suggests coarctation of the aorta. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Congenital
100,single,"During the clinical exam of a 5-year-old child with a systolic murmur on the left parasternal area, a prominent A wave in the neck is noted. What is the suggested diagnosis?",Aortic stenosis,Mitral regurgitation,Pulmonary stenosis,Tricuspid stenosis,Ventricular septal defect,,C,C — Pulmonary stenosis,A left parasternal systolic murmur with prominent jugular A wave points to pulmonary stenosis.,A left parasternal systolic murmur with prominent jugular A wave points to pulmonary stenosis.,"Correct answer: C — Pulmonary stenosis. A left parasternal systolic murmur with prominent jugular A wave points to pulmonary stenosis. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Congenital
