question_id,question_type,stem,option_a,option_b,option_c,option_d,option_e,option_f,correct_answer,correct_answer_text,explanation,explanation_clean,detailed_explanation,topic
243,single,An 80-year-old woman developed hypotension hours after a CABG. Her CVP is 18 mmHg. What is the most probable etiology for this clinical scenario supported by resting echocardiography done?,Right ventricular (RV) infarction,RV.compress due to hematoma :,"Right atrial (RA) compression due to a hematoma ,",Adilated left ventricle,Cardiac tamponade,,E,E — Cardiac tamponade,"This patient develops hypotension hours : after CABG, a significant postoperative complication. ; Her CVP is markedly elevated at 18 mmHg suggesting increased RA pressure. Echo further supports the an diagnosis of tamponade by showing evidence of RA —— compression.","This patient develops hypotension hours: after CABG, a significant postoperative complication.; Her CVP is markedly elevated at 18 mmHg suggesting increased RA pressure. Echo further supports the an diagnosis of tamponade by showing evidence of RA -- compression.","Correct answer: E — Cardiac tamponade. This patient develops hypotension hours: after CABG, a significant postoperative complication.; Her CVP is markedly elevated at 18 mmHg suggesting increased RA pressure. Echo further supports the an diagnosis of tamponade by showing evidence of RA -- compression. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pericardial
244,single,A70-year-old man developed acute onset of congestive heart failure after he had a mitral valve (MV) repair with an annuloplasty ring. What is the most probable diagnosis? | . *,Endocarditis,Aortic regurgitation,Spontaneous ring dehiscence,Rupture chordae tendineae,VSD,,C,C — Spontaneous ring dehiscence,"The patient's history of mitral valve repair with an annuloplasty ring suggests that spontaneous ring dehiscence is the most likely cause of acute CHF. This complication leads to acute severe MR, resulting in volume overload and pulmonary congestion. Echocardiography typically confirms the diagnosis by showing detachment of the ring with associated regurgitation.","The patient's history of mitral valve repair with an annuloplasty ring suggests that spontaneous ring dehiscence is the most likely cause of acute CHF. This complication leads to acute severe MR, resulting in volume overload and pulmonary congestion. Echocardiography typically confirms the diagnosis by showing detachment of the ring with associated regurgitation.","Correct answer: C — Spontaneous ring dehiscence. The patient's history of mitral valve repair with an annuloplasty ring suggests that spontaneous ring dehiscence is the most likely cause of acute CHF. This complication leads to acute severe MR, resulting in volume overload and pulmonary congestion. Echocardiography typically confirms the diagnosis by showing detachment of the ring with associated regurgitation. In valvular questions, timing of symptoms, prosthesis type, and echocardiographic morphology are major clues to the underlying valve complication. Exam tip: for diagnosis questions, identify the single option that explains the entire clinical pattern rather than only one isolated clue.",Valvular
245,single,A 15-year-old asymptomatic male has a screening ECG before joining a national sports team. Physical examination and family history are unremarkable. The ECG shows pre-excitation consistent with a WPW pattern. What is the most appropriate evaluation?,EP testing,Exercise testing,Holter monitoring,Implantable loop recorder,Myocardial perfusion imaging,,B,B — Exercise testing,"For an asymptomatic WPW pattern, noninvasive exercise testing is the preferred first-line risk stratification test. Loss of delta waves suggests a low-risk pathway.","For an asymptomatic WPW pattern, noninvasive exercise testing is the preferred first-line risk stratification test. Loss of delta waves suggests a low-risk pathway.","Correct answer: B — Exercise testing. For an asymptomatic WPW pattern, noninvasive exercise testing is the preferred first-line risk stratification test. Loss of delta waves suggests a low-risk pathway. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Arrhythmia
246,single,"During coronary angiography, you suspect ostial stenosis of RCA. Other membersof the team claim that it is a spasm. Howcan you be sure of the nature of the narrowed",Give intracoronary lidocaine ‘,Give intracoronary nitroglycerin :.,Give intracoronary nitroprusside 7,Pull the catheter to coronary sinus and repeat injection y,Change catheter from Judkin to Amplatz catheter,,B,B — Give intracoronary nitroglycerin:.,"Intracoronary nitroglycerin is the most reliable choice to distinguish true ostial stenosis from catheter-induced spasm. Nitroglycerin resolves vasospasm, showi normal vessels on angiography, whereas persistent narrowing indicates fixed stenosis from atherosclerotic plaque, Other options, like lidocaine (antiarrhythmic), nitroprussié ‘ (risk of systemic hypotension), catheter withdrawal, or changing catheters, are less effective or inappropriate for this purpose,","Intracoronary nitroglycerin is the most reliable choice to distinguish true ostial stenosis from catheter-induced spasm. Nitroglycerin resolves vasospasm, showi normal vessels on angiography, whereas persistent narrowing indicates fixed stenosis from atherosclerotic plaque, Other options, like lidocaine (antiarrhythmic), nitroprussié ‘ (risk of systemic hypotension), catheter withdrawal, or changing catheters, are less effective or inappropriate for this purpose,","Correct answer: B — Give intracoronary nitroglycerin:.. Intracoronary nitroglycerin is the most reliable choice to distinguish true ostial stenosis from catheter-induced spasm. Nitroglycerin resolves vasospasm, showi normal vessels on angiography, whereas persistent narrowing indicates fixed stenosis from atherosclerotic plaque, Other options, like lidocaine (antiarrhythmic), nitroprussié ‘ (risk of systemic hypotension), catheter withdrawal, or changing catheters, are less effective or inappropriate for this purpose,. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Arrhythmia
247,single,"After delivery of a 33-year-old lady, the obstetrician noted that the baby is blue. Suction and oxygen did not change his color. The pediatrician auscultated his heart but could not notice any murmur. ECG showed left axis deviation and LVH. What is the most likely cause?",Fallot's trilogy,Fallot's tetralogy ¢) Complete transposition of great vessels,,Tricuspid atresia,Total anomalous pulmonary venous drainage,,D,D — Tricuspid atresia,"Cyanosis unresponsive to oxygen indicates a right-to-left shunt or mixing of deoxygenated and oxygenated blood due to a cardiac defect. In tricuspid atresia, the absence of the tricuspid valve results in no significant murmur on auscultation due to the lack of turbulent flow. ECG findings typically show left axis deviation, which is unusual in infants, and LVH, as the left ventricle compensates for the underdeveloped RV by managing both systemic and pulmonary circulation.","Cyanosis unresponsive to oxygen indicates a right-to-left shunt or mixing of deoxygenated and oxygenated blood due to a cardiac defect. In tricuspid atresia, the absence of the tricuspid valve results in no significant murmur on auscultation due to the lack of turbulent flow. ECG findings typically show left axis deviation, which is unusual in infants, and LVH, as the left ventricle compensates for the underdeveloped RV by managing both systemic and pulmonary circulation.","Correct answer: D — Tricuspid atresia. Cyanosis unresponsive to oxygen indicates a right-to-left shunt or mixing of deoxygenated and oxygenated blood due to a cardiac defect. In tricuspid atresia, the absence of the tricuspid valve results in no significant murmur on auscultation due to the lack of turbulent flow. ECG findings typically show left axis deviation, which is unusual in infants, and LVH, as the left ventricle compensates for the underdeveloped RV by managing both systemic and pulmonary circulation. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Congenital
248,single,"Apatient comes complaining of recurrent palpitations. He has no abnormalities by clinical examination. On performing ECG during recording rhythm strip, his rhythm changes from sinus at a rate of 75 to wide complex tachycardia at a rate of 120 bpm. The patient felt palpitations but was clinically stable. What will you do?",Immediate DC shock,Lidocaine bolus of 100 mg,IVverapamil,IVadenosine,Wait for spontaneous cessation of the attack,,D,D — IVadenosine,"The patient is stable with sudden WCT at 120 bpm and a prior normal sinus rhythm. IV adenosine is the best choice as it’s safe, allows time for diagnosis, and can terminate SVT with aberrancy or reveal the underlying rhythm. Other options like DC shock are for unstable patients, lidocaine is not first-line for WCT of unknown origin, verapamil risks harm if VT is present, and waiting may lead to deterioration.","The patient is stable with sudden WCT at 120 bpm and a prior normal sinus rhythm. IV adenosine is the best choice as it's safe, allows time for diagnosis, and can terminate SVT with aberrancy or reveal the underlying rhythm. Other options like DC shock are for unstable patients, lidocaine is not first-line for WCT of unknown origin, verapamil risks harm if VT is present, and waiting may lead to deterioration.","Correct answer: D — IVadenosine. The patient is stable with sudden WCT at 120 bpm and a prior normal sinus rhythm. IV adenosine is the best choice as it's safe, allows time for diagnosis, and can terminate SVT with aberrancy or reveal the underlying rhythm. Other options like DC shock are for unstable patients, lidocaine is not first-line for WCT of unknown origin, verapamil risks harm if VT is present, and waiting may lead to deterioration. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Arrhythmia
249,single,"A22-year-old tall patient presents with history of atypical chest pain, Local cardiac examination revealed apical late systolic murmur that becomes more prominent on standing, associated with systolic click. What is the most probable diagnosis?",Bicuspid aortic valve,Mitral valve prolapse,Rheumatic mitral regurgitation,Tricuspid regurgitation,Ventricular septal defect,,B,B — Mitral valve prolapse,"The patient's tall stature, late systolic murmur with a systolic click that becomes more prominent on standing, is characteristic of MVP. MVP is often associated with atypical chest pain and can be exacerbated by maneuvers that reduce venous return (¢.g., standing).","The patient's tall stature, late systolic murmur with a systolic click that becomes more prominent on standing, is characteristic of MVP. MVP is often associated with atypical chest pain and can be exacerbated by maneuvers that reduce venous return (¢. g., standing).","Correct answer: B — Mitral valve prolapse. The patient's tall stature, late systolic murmur with a systolic click that becomes more prominent on standing, is characteristic of MVP. MVP is often associated with atypical chest pain and can be exacerbated by maneuvers that reduce venous return (¢. g., standing). When the stem spans symptoms, auscultation, and embolic phenomena, choose the option that best integrates all of them rather than a partial fit. Exam tip: for diagnosis questions, identify the single option that explains the entire clinical pattern rather than only one isolated clue.",Miscellaneous
250,single,"28-year-old female with no past history of cardiac problem in her 37th weg, pregnancy comes complaining of newly developed atypical chest pain. Auscuttay. revealed a continuous murmur over the para-sternal area that decreases with * Compression by stethoscope. What is the most probable diagnosis?",Aorto-pulmonary window,Mammary souffle,Patent ductus arteriosus,Rupture sinus of Valsalva,Venous hum,,B,B — Mammary souffle,"The continuous parasternal murmur in late pregnancy that decreases stethoscope compression is a mammary souffle, a benign murmur caused Dries blood flow through dilated superficial mammary vessels. It occurs in 10-15% OF during late pregnancy or postpartum and is obliterated by compression, isting from cardiac murmurs like PDA or aortopulmonary window, which originate from dg, structures.","The continuous parasternal murmur in late pregnancy that decreases stethoscope compression is a mammary souffle, a benign murmur caused Dries blood flow through dilated superficial mammary vessels. It occurs in 10-15% OF during late pregnancy or postpartum and is obliterated by compression, isting from cardiac murmurs like PDA or aortopulmonary window, which originate from dg, structures.","Correct answer: B — Mammary souffle. The continuous parasternal murmur in late pregnancy that decreases stethoscope compression is a mammary souffle, a benign murmur caused Dries blood flow through dilated superficial mammary vessels. It occurs in 10-15% OF during late pregnancy or postpartum and is obliterated by compression, isting from cardiac murmurs like PDA or aortopulmonary window, which originate from dg, structures. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: for diagnosis questions, identify the single option that explains the entire clinical pattern rather than only one isolated clue.",Congenital
251,single,"A56-year-old man presented to the ER with severe chest pain. His ECG reveaigy recent inferior MI. On examination, there is inspiratory filling of the JVP. What would most likely cause?",Acute MR,Acute TR,Ischemic VSD,IVC obstruction,RVinfarction,,E,E — RVinfarction,"The presence of inspiratory filling of the JVP (Kussmaul's sign) in the set a recent inferior MI strongly suggests RV infarction which often accompanies inferigy. due to involvement of the RCA and leads to impaired RV filling and elevated venous pressure, especially during inspiration.","The presence of inspiratory filling of the JVP (Kussmaul's sign) in the set a recent inferior MI strongly suggests RV infarction which often accompanies inferigy. due to involvement of the RCA and leads to impaired RV filling and elevated venous pressure, especially during inspiration.","Correct answer: E — RVinfarction. The presence of inspiratory filling of the JVP (Kussmaul's sign) in the set a recent inferior MI strongly suggests RV infarction which often accompanies inferigy. due to involvement of the RCA and leads to impaired RV filling and elevated venous pressure, especially during inspiration. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Intervention
252,single,"During examination of a 54-year-old man with severe dyspnea, the physician fouy that the pulse alternates between weak and normal pulse volume. What would bets expected cause?",Acute AR ™,Acute MR 4,Hypertrophic cardiomyopathy,Severe heart failure,Severe hypertension,,D,D — Severe heart failure,"Pulsus alternans, where the pulse alternates between weak and strong beats, is a classic sign of severe left ventricular dysfunction in the context of severe ; failure. It reflects alternating strength of ventricular contractions due to impaired myocardial performance.","Pulsus alternans, where the pulse alternates between weak and strong beats, is a classic sign of severe left ventricular dysfunction in the context of severe; failure. It reflects alternating strength of ventricular contractions due to impaired myocardial performance.","Correct answer: D — Severe heart failure. Pulsus alternans, where the pulse alternates between weak and strong beats, is a classic sign of severe left ventricular dysfunction in the context of severe; failure. It reflects alternating strength of ventricular contractions due to impaired myocardial performance. When the stem spans symptoms, auscultation, and embolic phenomena, choose the option that best integrates all of them rather than a partial fit. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Miscellaneous
253,single,Apatient known to have CRF with creatinine 3.5 mg/dl. He had repeated attacks of chest compression on mild exertion. ECG revealed LBBB. What is the proper investigation to exclude CAD?,Exercise treadmill test,Exercise myocardial perfusion imaging,Dobutamine stress echo,Coronary angiography,MSCT angiography,,C,C — Dobutamine stress echo,"In a patient with chronic renal failure and LBBB, dobutamine stress echocardiography is the best choice to exclude CAD as it avoids exercise and contrast, making it safe and effective for assessing myocardial ischemia, Exercise treadmill tests are unreliable with LBBB, myocardial perfusion imaging requires exercise, coronary angiography is invasive, and MSCT angiography risks contrast-induced renal damage.","In a patient with chronic renal failure and LBBB, dobutamine stress echocardiography is the best choice to exclude CAD as it avoids exercise and contrast, making it safe and effective for assessing myocardial ischemia, Exercise treadmill tests are unreliable with LBBB, myocardial perfusion imaging requires exercise, coronary angiography is invasive, and MSCT angiography risks contrast-induced renal damage.","Correct answer: C — Dobutamine stress echo. In a patient with chronic renal failure and LBBB, dobutamine stress echocardiography is the best choice to exclude CAD as it avoids exercise and contrast, making it safe and effective for assessing myocardial ischemia, Exercise treadmill tests are unreliable with LBBB, myocardial perfusion imaging requires exercise, coronary angiography is invasive, and MSCT angiography risks contrast-induced renal damage. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Intervention
254,single,Which echocardiographic scan plane is most optimal to define a secundum atrial septal defect (ASD)?,Suprasternal long-axis view.,Parasternal long-axis view.,Parasternal short-axis view.,Subcostal four-chamber view.,Apical four-chamber view.,,D,D — Subcostal four-chamber view.,"The subcostal four-chamber view is the most optimal echocardiographic plane to define a secundum ASD. This view allows for clear visualization of the interatrial septum without interference from lung tissue, which is particularly important for detecting septal defects.","The subcostal four-chamber view is the most optimal echocardiographic plane to define a secundum ASD. This view allows for clear visualization of the interatrial septum without interference from lung tissue, which is particularly important for detecting septal defects.","Correct answer: D — Subcostal four-chamber view.. The subcostal four-chamber view is the most optimal echocardiographic plane to define a secundum ASD. This view allows for clear visualization of the interatrial septum without interference from lung tissue, which is particularly important for detecting septal defects. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Congenital
255,single,Which of the following is the most characteristic acquired lesion resulting from a subpulmonary (supracristal) VSD?,Aortic insufficiency.,LVOT obstruction.,Right ventricular (RV) outflow tract obstruction.,Pulmonary valve stenosis.,AV stenosis.,,A,A — Aortic insufficiency.,"A subpulmonary (supracristal) VSD is commonly associated with aortic insufficiency due to the prolapse of an aortic valve cusp (usually the right cusp) into the VSD. This occurs over time as the defect creates a jet that disrupts aortic valve integrity, leading to progressive regurgitation.","A subpulmonary (supracristal) VSD is commonly associated with aortic insufficiency due to the prolapse of an aortic valve cusp (usually the right cusp) into the VSD. This occurs over time as the defect creates a jet that disrupts aortic valve integrity, leading to progressive regurgitation.","Correct answer: A — Aortic insufficiency.. A subpulmonary (supracristal) VSD is commonly associated with aortic insufficiency due to the prolapse of an aortic valve cusp (usually the right cusp) into the VSD. This occurs over time as the defect creates a jet that disrupts aortic valve integrity, leading to progressive regurgitation. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Congenital
256,single,The best echocardiographic view to delineate a subpulmonary (supracristal) VSD is:,Parasternal long-axis view.,Apical four-chamber view.,"Suprasternal long-axis view,",Parasternal short-axis view.,Apical five-chamber view. |,,D,D — Parasternal short-axis view.,"The PSAX view is the most appropriate to visualize a subpulmonary (supracristal) VSD, as it provides a cross-sectional image of the ventricular outflow tracts and the location of the defect in relation to the pulmonary and aortic valves.","The PSAX view is the most appropriate to visualize a subpulmonary (supracristal) VSD, as it provides a cross-sectional image of the ventricular outflow tracts and the location of the defect in relation to the pulmonary and aortic valves.","Correct answer: D — Parasternal short-axis view.. The PSAX view is the most appropriate to visualize a subpulmonary (supracristal) VSD, as it provides a cross-sectional image of the ventricular outflow tracts and the location of the defect in relation to the pulmonary and aortic valves. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Congenital
257,single,A neonate with valvar pulmonary stenosis has a peak Doppler velocity of 4.1 m/s by continuous-wave Doppler. What is the estimated peak instantaneous Doppler gradient?,67 mmHg,77 mmHg,72 mmHg,50 mmHg,Cannot be calculated,,A,A — 67 mmHg,"Using the modified Bernoulli equation, gradient = 4V² = 4 × (4.1)² ≈ 67 mmHg.","Using the modified Bernoulli equation, gradient = 4V2 = 4 × (4.1)2 ≈ 67 mmHg.","Correct answer: A — 67 mmHg. Using the modified Bernoulli equation, gradient = 4V2 = 4 × (4.1)2 ≈ 67 mmHg. In valvular questions, timing of symptoms, prosthesis type, and echocardiographic morphology are major clues to the underlying valve complication. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Valvular
258,single,"A 63-year-old male patient with AVR had blurred vision diagnosed as bilateral cataract, and the surgeon advised surgical intervention. What is your recommendation?",Stop warfarin one day before operation to be resumed in the next day,Stop warfarin 5 days and bridge with LMWH 3 days before operation to be stopped 12 hours before the operation,Stop warfarin 2 days before operation to be resumed in the next day,Continue warfarin till the day of operation to be resumed in the same day |,Stop warfarin 4 days before operation and bridge with heparin to be stopped 48h ) before operation |,,D,D — Continue warfarin till the day of operation to be resumed in the same day |,"For this patient with an aortic valve replacement on warfarin undergoing | cataract surgery, which is a low-risk procedure for bleeding, guidelines recommend continuing warfarin without interruption to avoid the high thromboembolic risk associated with mechanical heart valves.","For this patient with an aortic valve replacement on warfarin undergoing | cataract surgery, which is a low-risk procedure for bleeding, guidelines recommend continuing warfarin without interruption to avoid the high thromboembolic risk associated with mechanical heart valves.","Correct answer: D — Continue warfarin till the day of operation to be resumed in the same day |. For this patient with an aortic valve replacement on warfarin undergoing | cataract surgery, which is a low-risk procedure for bleeding, guidelines recommend continuing warfarin without interruption to avoid the high thromboembolic risk associated with mechanical heart valves. In valvular questions, timing of symptoms, prosthesis type, and echocardiographic morphology are major clues to the underlying valve complication. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Valvular
259,single,What is a Kugel's artery?,Anomalous origin of the LAD coronary artery from the pulmonary artery,Coronary arteriovenous fistula,Conus artery branch,Right-to-right collateral from proximal to distal RCA through the AV nodal branch,,,D,D — Right-to-right collateral from proximal to distal RCA through the AV nodal branch,A Kugel's artery is a collateral vessel linking the proximal coronary circulation to the distal RCA/PDA via the AV nodal branch.,A Kugel's artery is a collateral vessel linking the proximal coronary circulation to the distal RCA/PDA via the AV nodal branch.,"Correct answer: D — Right-to-right collateral from proximal to distal RCA through the AV nodal branch. A Kugel's artery is a collateral vessel linking the proximal coronary circulation to the distal RCA/PDA via the AV nodal branch. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Congenital
260,single,"A 64-year-old man with hypertension, hypercholesterolemia, and previous smoking presents with chest pain radiating to his back and left shoulder. Troponin-I is elevated and ECG findings are shown. Which statement is FALSE regarding coronary thrombosis in unstable angina and NSTEMI?",It is more frequently mediated by plaque rupture rather than erosion,It can induce distal emboli predominantly composed of cholesterol crystals and necrotic debris,Thrombolysis reduces embolization and facilitates intervention,It is associated with increased circulating tissue factor particles and cell apoptosis,,,C,C — Thrombolysis reduces embolization and facilitates intervention,Thrombolysis is not recommended in unstable angina or NSTEMI and has no proven benefit in this setting.,Thrombolysis is not recommended in unstable angina or NSTEMI and has no proven benefit in this setting.,"Correct answer: C — Thrombolysis reduces embolization and facilitates intervention. Thrombolysis is not recommended in unstable angina or NSTEMI and has no proven benefit in this setting. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: for mechanism or pathology questions, anchor your choice to the defining morphologic or molecular hallmark.",Intervention
261,single,An 80-year-old man is referred for coronary angiography for evaluation of retrosternay pain at rest. Pressure recordings from the coronary catheter tip during its engagement jp the right coronary artery (RCA) ostium and withdrawal into the aorta indicate:,Collateral coronary flow | H mA f i if ’ : : age ---g +a —-fom- ttt 4th,Severe aortic stenosis 100 - t) f\ f\. 4K u f\ Way,Anomalous origin of a coronary artery z --- EL-H-fE-f - NY = E ',Obstruction of antegrade coronaryflow ¢é H 1 i H H by the catheter yy 1 Le 4 A f t 1 1 i texte,,,D,D — Obstruction of antegrade coronaryflow ¢é H 1 i H H by the catheter yy 1 Le 4 A f t 1 1 i texte,"The pressure recording shows Sek eee OO eS | “ventricularization,” where diastolic pressure decreases while systolic pressure is preserved. Normally, catheter and peripheral arterial pressures align. In the presence of ostial coronary stenosis, catheter engagement can obstruct antegrade flow, leading to this characteristic pressure waveform.","The pressure recording shows Sek eee OO eS | ""ventricularization,"" where diastolic pressure decreases while systolic pressure is preserved. Normally, catheter and peripheral arterial pressures align. In the presence of ostial coronary stenosis, catheter engagement can obstruct antegrade flow, leading to this characteristic pressure waveform.","Correct answer: D — Obstruction of antegrade coronaryflow ¢é H 1 i H H by the catheter yy 1 Le 4 A f t 1 1 i texte. The pressure recording shows Sek eee OO eS | ""ventricularization,"" where diastolic pressure decreases while systolic pressure is preserved. Normally, catheter and peripheral arterial pressures align. In the presence of ostial coronary stenosis, catheter engagement can obstruct antegrade flow, leading to this characteristic pressure waveform. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Intervention
262,single,A55-year-old man undergoes coronary angiography for evaluation of non-exertional chest pain. The left lateral view of the left anterior descending (LAD) artery obtained during diastole (panel A) and systole (panel B) is displayed in the figure. He has: : ay a” ™ A B,Aneccentric atherosclerotic stenosis,Myocardial bridging,Prinzmetal’s angina,Coronary dissection,,,B,B — Myocardial bridging,"Myocardial bridging occurs when a segment of the LAD artery runs beneath myocardial muscle, causing compression during systole (seen as narrowing in Panel B) that — resolves in diastole (PanelA). Itis usually benign but can occasionally cause ischemia. | Unlike fixed atherosclerotic stenosis (A), this narrowing is dynamic. Prinzmetal’s angina (C) | involves vasospasm, and coronary dissection (D) shows a flap or double lumen, neitherof which is seen here.","Myocardial bridging occurs when a segment of the LAD artery runs beneath myocardial muscle, causing compression during systole (seen as narrowing in Panel B) that - resolves in diastole (PanelA). Itis usually benign but can occasionally cause ischemia. | Unlike fixed atherosclerotic stenosis (A), this narrowing is dynamic. Prinzmetal's angina (C) | involves vasospasm, and coronary dissection (D) shows a flap or double lumen, neitherof which is seen here.","Correct answer: B — Myocardial bridging. Myocardial bridging occurs when a segment of the LAD artery runs beneath myocardial muscle, causing compression during systole (seen as narrowing in Panel B) that - resolves in diastole (PanelA). Itis usually benign but can occasionally cause ischemia. | Unlike fixed atherosclerotic stenosis (A), this narrowing is dynamic. Prinzmetal's angina (C) | involves vasospasm, and coronary dissection (D) shows a flap or double lumen, neitherof which is seen here. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Intervention
263,single,"The CORRECT formula for determining myocardial oxygen consumption (MVO2) from the coronary arterial or venous flow (Q), arterial oxygen content (A002), and coronary sinus oxygen content (CSO2) is: A, MVO2 = Q/(Ao02 - CSO2) B, MVO2 = (A002 - CSO2)/Q",Pregnancy is an absolute contraindication to cardiac fluoroscopy,The procedure can be performed safely as long as proper shielding is applied to the abdomen and pelvis,"MVO2 = Q * (A002 - CSO2) The radiation hazard to the fetus is very small, and shielding is not necessary","Cannot calculate with the data provided a a ee RR RR ee —————_ explanation: The myocardial oxygen consumption (MVO2) is determined using the Fick principle, which calculates the oxygen usage by multiplying the coronary blood flow (Q) by | . the difference In oxygen content between the coronary arterial blood (AoO2) and the coronary venous blood (CSO2). This difference represents the oxygen extracted by the | myocardium. Correct Answer: C | 964, A 23-year-old woman has developed pulmonary edema during her second trimester of pregnancy. Echocardiography demonstrates Critical rheumatic mitral stenosis, and the patient is referred for balloon valvotomy. Which of the following statements is TRUE regarding radiation exposure during pregnancy? The most likely adverse effect is intrauterine growth retardation because rapidly growing tissues are extremely sensitive to small doses of ionizing radiation",,,C,"C — MVO2 = Q * (A002 - CSO2) The radiation hazard to the fetus is very small, and shielding is not necessary","Pregnancy doesn’t contraindicate necessary cardiac catheterization. Scattered radiation to the fetus is minimal and unlikely to cause harm, but even small doses carry a stochastic cancer risk, as fetuses are more radiation-sensitive. Operators q should follow ALARA, discuss risks, minimize radiation, limit chest exposure, and prefer fluoroscopy over cine mode.","Pregnancy doesn't contraindicate necessary cardiac catheterization. Scattered radiation to the fetus is minimal and unlikely to cause harm, but even small doses carry a stochastic cancer risk, as fetuses are more radiation-sensitive. Operators q should follow ALARA, discuss risks, minimize radiation, limit chest exposure, and prefer fluoroscopy over cine mode.","Correct answer: C — MVO2 = Q * (A002 - CSO2) The radiation hazard to the fetus is very small, and shielding is not necessary. Pregnancy doesn't contraindicate necessary cardiac catheterization. Scattered radiation to the fetus is minimal and unlikely to cause harm, but even small doses carry a stochastic cancer risk, as fetuses are more radiation-sensitive. Operators q should follow ALARA, discuss risks, minimize radiation, limit chest exposure, and prefer fluoroscopy over cine mode. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Intervention
264,single,A 23-year-old woman develops pulmonary edema in the second trimester of pregnancy. Echocardiography demonstrates critical rheumatic mitral stenosis and she is referred for balloon valvotomy. Which statement is TRUE regarding radiation exposure during pregnancy?,Pregnancy is an absolute contraindication to cardiac fluoroscopy,The procedure can be performed safely as long as proper shielding is applied to the abdomen and pelvis,"The radiation hazard to the fetus is very small, and shielding is not necessary",The most likely adverse effect is intrauterine growth retardation because rapidly growing tissues are extremely sensitive to small doses of ionizing radiation,,,C,"C — The radiation hazard to the fetus is very small, and shielding is not necessary","Necessary cardiac catheterization is not absolutely contraindicated in pregnancy. Fetal scattered radiation is very small, though ALARA principles and shielding are generally used.","Necessary cardiac catheterization is not absolutely contraindicated in pregnancy. Fetal scattered radiation is very small, though ALARA principles and shielding are generally used.","Correct answer: C — The radiation hazard to the fetus is very small, and shielding is not necessary. Necessary cardiac catheterization is not absolutely contraindicated in pregnancy. Fetal scattered radiation is very small, though ALARA principles and shielding are generally used. In valvular questions, timing of symptoms, prosthesis type, and echocardiographic morphology are major clues to the underlying valve complication. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Valvular
